,institution,text,source_idx,artist,is_artwork
11,1,"Ruth Aiko Asawa (Japanese: 浅和 愛子, January 24, 1926 – August 5, 2013) was an American modernist artist known primarily for her abstract looped-wire sculptures inspired by natural and organic forms. In addition to her three-dimensional work, Asawa created an extensive body of works on paper, including abstract and figurative drawings and prints influenced by nature, particularly flowers and plants, and her immediate surroundings.

Born in Norwalk, California in 1926, Asawa was the fourth of seven children born to Japanese immigrants. She grew up on a truck farm. In 1942, her family was separated when they were sent to different Japanese internment camps as a result of isolation policies for Japanese-Americans mandated by the U.S. government during World War II. At Rohwer War Relocation Center in Arkansas, Asawa learned drawing from illustrators interned at the camp. In 1943, she was able to leave the camp to attend Milwaukee State Teachers College, where she hoped to become a teacher but was unable to complete her studies because her Japanese ancestry prevented her from obtaining a teaching position in Wisconsin.

In 1946, Asawa joined the avant-garde artistic community at Black Mountain College in North Carolina, where she studied under the influential German-American Bauhaus painter and color theorist Josef Albers, as well as the American architect and designer Buckminster Fuller. At Black Mountain College, Asawa began making looped-wire sculptures inspired by basket crocheting technique she learned in 1947 during a trip to Mexico. In 1955, she held her first exhibition in New York and by the early 1960s, she had achieved commercial and critical success and became an advocate for public art according to her belief of ""art for everyone"". She was the driving force behind the creation of the San Francisco School of the Arts, which was renamed the Ruth Asawa San Francisco School of the Arts in 2010.

Her work is featured in collections at the Solomon R. Guggenheim Museum and the Whitney Museum of American Art in New York City. Fifteen of Asawa's wire sculptures are on permanent display in the tower of San Francisco's de Young Museum in Golden Gate Park, and several of her fountains are located in public places in San Francisco. In 2020, the U.S. Postal Service honored her work by producing a series of ten stamps that commemorate her well-known wire sculptures.",IT13,5,False
12,1,"Do Ho Suh (Korean: 서도호; Hanja: 徐道濩; born 1962) is a South Korean artist who works primarily in sculpture, installation, and drawing. Suh is well known for re-creating architectural structures and objects using fabric in what the artist describes as an ""act of memorialization."" After earning a Bachelor of Fine Arts and Master of Fine Arts from Seoul National University in Korean painting, Suh began experimenting with sculpture and installation while studying at the Rhode Island School of Design (RISD). He graduated with a Bachelor of Fine Arts in painting from RISD in 1994, and went on to Yale where he graduated with a Master of Fine Arts in sculpture in 1997. He practiced for over a decade in New York before moving to London in 2010. Suh regularly shows his work around the world, including Venice where he represented Korea at the 49th Venice Biennale in 2001. In 2017, Suh was the recipient of the Ho-Am Prize in the Arts. Suh currently lives and works in London.

Suh's work focuses on the different ways architecture mediates the experience of space. Architecture has been a key reference for the artist since the mid-1990s—even for pieces like Floor (1997–2000) that do not resemble buildings. As a result, Suh pays particular attention to the site-specificity of the work, and sensorial experience of the viewer engaging with his pieces while moving in the exhibition space. A number of his sculptures produced in the past few decades consider the possibilities for sculpture to become architecture, and vice versa. His blurring of the line between sculpture and architecture often renders architectural structures portable through material change, as exemplified by one of his most famous works Seoul Home...(1999), for which he recreated his childhood home using polyester and silk. Suh's use of fabric and paper functioning like a ""second skin"" makes it possible for his pieces to be folded up and transported. His material choices of rice paper, and fabric commonly found in hanbok also refer to traditional Korean art and architecture.",IT14,6,False
13,3,"(Korean, born Seoul, 1962)",IT15,6,False
14,0,"American, 1904–1988",IT16,0,False
15,0,"Over the course of his prolific, six-decade career, Isamu Noguchi explored nearly every available mode of art making. He produced drawings, sculptures, ceramics, and photographs, but also designed stage sets, playgrounds, furniture, and garden landscapes. In 1944 Noguchi began constructing a series of abstract sculptures comprised of flat, interlocking components. His encounter with the organic shapes (or “biomorphs”) that Surrealist artists were using to visually evoke dream states and the unconscious influenced his embrace of these curved, subtly anthropomorphic forms.

Noguchi developed a step-by- step process that involved drawing, model making, collage, and enlargement to create his sculptures. Work Sheets for Sculpture demonstrates a preliminary stage of this process. Noguchi first sketched shapes suggestive of bones and boomerangs on black paper, cut them out, and then arranged them into small models. This technique allowed the artist to test the configurations’ stability and make any adjustments prior to executing the final structures. He then mounted the excised graph paper, which he used to calculate the measurements required for enlarging and transferring elements, onto slabs of slate, marble, or wood. For Humpty Dumpty, Noguchi selected ribbon slate and combined the five interlocking units into an upright, freestanding sculpture. Instead of affixing the pieces with adhesive, dowels, or pins, he manipulated properties of balance and gravity. While one segment hangs, another offers crucial support. The result suggests a state of precariousness; removing even one element risks inciting collapse. The work’s title underscores the sculpture’s fragility: it invokes the familiar children’s nursery rhyme of the same name, in which “all the king’s horses and all the king’s men / couldn’t put Humpty together again.” Noguchi’s interpenetrating sculptures—made in the years during and following World War II—offer a potent reminder of humanity’s delicate interconnectedness.",IT17,0,False
16,0,"Isamu Noguchi (野口 勇, Noguchi Isamu; Japanese: [noꜜgɯtɕi isamɯ], English: ; November 17, 1904 – December 30, 1988) was an American artist, furniture designer and landscape architect whose career spanned six decades from the 1920s. Known for his sculpture and public artworks, Noguchi also designed stage sets for various Martha Graham productions, Akari light sculptures, and furniture pieces, many of which are still manufactured and sold. His work is displayed at the Isamu Noguchi Foundation and Garden Museum in New York City as well as many other museums.",IT18,0,False
17,4,"Mr. Isamu Noguchi (American, 1904–1988)",IT19,0,False
18,4,"Noguchi said, ""You can find out how to do something and then do it, or do something and then find out what you did.""",IT20,0,False
19,4,"Asian American, male",IT21,0,False
20,4,"Contemporary works by BIPOC artists, summer 2021",IT22,0,False
21,6,"American, 1904 - 1988",IT23,0,False
22,6,"Isamu Noguchi regarded his sculptures not as rarefied art objects, but as living forms capable of activating and transforming the spaces they inhabit. Drawing inspiration from ancient forms--from Japanese temples to Native American burial mounds--Noguchi intended for his work to serve an integral role in its physical and spiritual environment.  
  
Noguchi's mother was an American teacher and writer and his father an acclaimed Japanese poet. His mother raised him in Japan before being sending Noguchi alone to attend high school in Indiana. Noguchi moved to New York to attend Columbia University in 1922, but left in 1924 to become a sculptor. In 1927 the young artist went to Paris where he worked as sculptor Constantin Brancusi's studio assistant. Later he traveled to China, Japan, and Mexico.  
  
Returning to New York at the end of 1928, Noguchi began designing plazas, playgrounds, gardens, fountains, and sculpture gardens. He also created portrait busts and dance and theater sets. In 1942, Noguchi voluntarily entered a Japanese-American relocation camp in Arizona for six months. There, he designed a camp recreation area in order to improve the environment for internees, but this project was never realized. Back in New York, Noguchi created a series of mixed-media constructions to articulate his anguish in the face of World War II. By the war's end, a suite of abstract forms executed in marble and slate had established Noguchi's reputation.  
  
Growing fame enabled Noguchi to ambitiously explore what he called ""the sculpture of spaces""--working to make sculpture a part of daily life. His furniture designs were mass-produced by the Herman Miller Furniture Company and by Knoll. He created innovative stage sets for avant-garde choreographers including Martha Graham. Synthesizing Eastern and Western influences in a personal aesthetic, Noguchi designed numerous playgrounds, sculpture gardens, and courtyards. He also continued making sculptures and worked with a range of materials including Italian marble and granite, aluminum and bronze. Several years before his death, he opened his Long Island City home and studio to the public, now known as the Noguchi Museum.",IT24,0,False
23,3,"Modernist sculptor and designer was born in Los Angeles to Yone Noguchi, a Japanese poet and teacher, and Leonie Gilmore, an American novelist. His early years (1906-1918) were spent in Japan. He attended high school in Indiana. After high school he worked briefly for the American sculptor Gutzon Borglum and later studied in Paris (1927-1928) where he met Calder, Giacometti, and Brancusi, in whose studio he worked for six months. He traveled frequently and spent time in New York, London, Beijing, (post-war) Japan, and Mexico. He worked as a portraitist and decorator during the war years, and from 1935 began designing sets for the stage, most notably for Martha Graham. He worked primarily as a sculptor, but created designs for parks, monuments, playgrounds, fountains, and gardens. His designs for furniture and lighting (akari) remain in production.",IT25,0,False
24,2,"born Da Nang, Viet Nam 1969",IT26,26,False
25,1,"Oscar yi Hou (born 1998) is a New York City–based British Chinese painter and poet.

He is known for his portraits that are ""never purely figurative, but position characters as richly complex ciphers"", engaging with the “subterranean semiotics” of his communities. His oil-on-canvas works make reference to a variety of visual cultures and histories, from pop culture to art history, including Dragon Ball Z or Martin Wong.",IT27,7,False
26,0,"American, born 1969",IT28,8,False
27,0,female,IT29,8,False
28,1,"Sarah Sze created Strange Attractor for a specific site—the area in front of the massive window on the fourth floor of the Whitney Museum’s Marcel Breuer–designed building— as part of the 2000 Biennial exhibition. Intended to be viewed both in the gallery and from Madison Avenue, seventy-five feet below, the sculptural installation veritably explodes into space, its hundreds of parts radiating in multiple directions, extending up even past the open grid of the ceiling. The work has an additional local resonance: Sze sourced all of the materials used in its making from the neighborhood around the Museum. They are ordinary objects— aspirin tablets, plastic spoons, balsa wood, metal ladders, and paper tickets—similar to items found in the artist’s other intricate, architecturally scaled constructions. Other elements render the arrangement dynamic: mirrors cause volleys of reflection; small whirring fans set bits of paper in motion; a humidifier dispenses steam; and water flows through a set of clear plastic tubes. These activities lend the work qualities of a delicate, organic ecosystem, in which interdependent parts change over time. (Sze’s title is a mathematical term, describing the pattern of behavior in a chaotic system.) Yet, in spite of the work’s subtle motion and initial sense of unruliness, Strange Attractor registers a finely calibrated equilibrium. Sze’s installations are precisely planned and configured.",IT30,8,False
29,1,"Sarah Sze (; born 1969) is an American artist and professor of visual arts at Columbia University. Sze's work explores the role of technology, information, and memory using everyday materials. Her work often represents objects caught in suspension. Drawing from Modernist traditions, Sze confronts the relationship between low-value mass-produced objects in high-value institutions, creating the sense that everyday life objects can be art. She has exhibited internationally and her works are in the collections of several major museums.",IT31,8,False
30,2,"Born Boston, MA 1969. Active in New York, New York, United States.",IT32,8,False
31,4,"American, b. 1969",IT33,8,False
32,4,"Sze was originally trained as a painter and her study of that medium informs her sculpture—here, paint is a sculptural element.",IT34,8,False
33,4,"Asian American, female",IT35,8,False
34,1,"Wu Tsang (born 1982 in Worcester, Massachusetts) is a filmmaker, artist and performer based in New York and Berlin, whose work is concerned with hidden histories, marginalized narratives, and the act of performing itself. In 2018, Tsang received a MacArthur ""genius"" grant.

According to Tsang, her films, videos, and performances look to explore the ""in-betweeness"" in which people and ideas cannot be discussed in binary terms. Generally, her films form a hybrid of narrative and documentary; they do not conform fully to one form or the other.

Her projects have been presented at the Tate Modern (London), Stedelijk Museum (Amsterdam), Migros Museum (Zurich), the Whitney Museum and the New Museum (New York), the MCA Chicago, MoCA Los Angeles and SFMOMA (San Francisco). In 2012 she participated in the Whitney Biennial, Liverpool Biennial and Gwangju Biennial.",IT36,9,False
35,0,"“Whose voices are heard, whose are silenced?” For Wu Tsang, who posed these questions in a statement from 2012, such interrogations are as relevant to social justice as they are to artistic expression.
In both her practice and everyday life, she intertwines aesthetic performance and political activism, from socially conscious performance and video art to free legal assistance and safe-haven spaces for immigrants and marginalized groups. As a filmmaker, multimedia artist, and performer, Tsang uses a notable range of inspirations, materials, and settings for her work, of which recent examples include video collaborations with scholar and poet Fred Moten and choreographed performances for the stage.             

In Wildness (2012), her first feature-length film, Tsang blends fact and fiction through documentary aspects and what the artist describes as “magical realism.”

The film’s title refers to a weekly club night that Tsang organized at Los Angeles’ Silver Platter, one of the city’s original gay bars and a recognized refuge for the Latinx trans community. By personifying the Silver Platter as a narrator, Tsang creates a composite character through which to share the perspectives and experiences of the bar’s patrons. “I was approaching it more as an activist trying to be a filmmaker,” Tsang said of the film. “I felt there was an important story to tell about the lives of my friends at the bar, many of whom were trans women and undocumented immigrants, often struggling with overlapping invisibilities, and thriving despite intense conditions of violence and policing.”

The film’s combination of celebratory imagery and moving personal stories allows Tsang to reconsider the notion of so-called safe space and the communities it serves.

In multiple works, Tsang incorporates audiovisual citations to emphasize the processes—and problems—of representation and recognition. Her 2008 video The Shape of a Right Statement, also filmed at the Silver Platter, captures Tsang’s reperformance of a text published in 2007 by autism rights activist Amanda Baggs. Standing before the Silver Platter’s sparkling stage curtain and looking into the camera, Tsang recontextualizes part of Baggs’s diaristic manifesto and speaks in a digitally modulated version of her own voice: “The way I naturally think and respond to things looks and feels so different from standard concepts…that some people do not consider it thought at all.” As Tsang rehearses the text before the camera, her eyes begin to glisten with tears. By restaging Baggs’s words as a form of video self-portraiture, the artist invites us to contemplate the complexities of language and the ambiguity of subjectivity, an invitation that may further prompt a reexamination of our beliefs about selfhood and individual experience.",IT37,9,False
36,0,"American, born 1982",IT38,9,False
37,0,female,IT39,9,False
38,0,"Born in Portland, Oregon, and raised in San Francisco, Martin Wong rose to fame in New York City during the 1980s for his striking paintings of Manhattan’s Lower East Side. His works balanced images of the desolation and destruction he saw on the streets with an explosion of various writing systems, poetry, and astronomical signs across the sky. Wong’s art and collecting also reveal his deep bonds with artists and writers who lived in the neighborhood.

A devotee of calligraphy, Wong regarded letter writing as an art form. Sent to his parents soon after he moved to New York, the centerpiece of First letter home from New York (also I joined the Museum of Modern Art) is Wong’s drawing of the Brooklyn Bridge and FDR drive, landmarks that he saw from the window of his room at the Myers Hotel in Manhattan’s South Street Seaport, where he lived between 1978 and 1981. The expressive script relates his impressions of Manhattan, including his first visit to MoMA, which he humorously describes as a “drop in center for out of town artists.” Wong’s letter functioned as a map of his whereabouts and foreshadows the structure of paintings he would create in the 1980s, with titles based on the locations they portrayed and a city skyline filled with text he based on various writing systems—such as American Sign Language (ASL) and those he had studied in Asia earlier in life—and stylized personal embellishments. Wong’s postscript asking his mother to ship a Mimbres bowl (from his vast collection of ceramics, art, and knickknacks) to Sotheby’s auction house reveals a lesser known but equally important part of his artistic practice. For him, collecting art went hand in hand with creating it.  

In 1981 Wong moved farther uptown (but still downtown), to a predominately Puerto Rican section of the Lower East Side known as “Loisaida.” Although the city’s power brokers condemned the area as an urban wasteland, the resident artists and poets involved in the Nuyorican movement were fostering a cultural effluence of spoken-word poetry, performance art, music, muralism, and graffiti. Stanton near Forsyth Street is emblematic of that period in Wong’s life. The painting features a rare self-portrait of Wong with his muse, Miguel Piñero, a poet, playwright, actor, and cofounder of the Nuyorican Poets Café. Piñero’s semi-autobiographical writings about outlaws who use their wits to survive on the city’s streets and in its prison system earned critical acclaim. The text above Piñero’s head is excerpted from a Spanish-language photo novella, Los Sonobulos. The words carved into the trompe-l’oeil frame and reproduced in ASL are the closing lines from a poem Wong wrote and illustrated a decade earlier, “Psychic Bandits” (c. 1970–73): “Morning at the edge of time. It never really mattered.”
1


Houston Street is a life-size replica of a worn corrugated metal gate, one in a series of 10 paintings of closed storefronts that Wong rendered for The Last Picture Show. This Conceptual installation at Semaphore Gallery documented Loisaida’s precarity, a consequence of the city government’s neglect and gentrification.
2
 Wong’s prior training as a ceramicist and oil painter is evident in the care he took to replicate the gate’s erosion by layering thin coats of paint in uneven patches of white, gray, black, and brown across the surface of the canvas. Painted on the back of Houston Street is an unfinished collaboration with graffiti artists Aaron “Sharp” Goodstone and Calvin Gonzalez, aka Delta 2. Wong was a passionate advocate for the preservation of graffiti art. In 1985 he opened a graffiti art museum to showcase his storehouse of pieces created by New York’s iconic aerosol artists. “Martin was a champion of our movement years after the first wave was stripped off the trains and our canvases receded from art world appreciation,” wrote the graffiti artist Lee Quiñones. “He often sought advice from me, Daze, and a few others on key works he should acquire. Sometimes he listened, sometimes he didn’t, but Martin embraced our movement and the broad constellation of contributors like no one else.”
3
 When he was diagnosed with AIDS in the early 1990s, Wong began planning to distribute his collection. He donated 300 graffiti works from his collection to the Museum of the City of New York.
4
 In 2001 his family established the Martin Wong Foundation to provide scholarships to students studying art at four universities in California, Arizona, and New York.

Despite his deep engagement with the contemporary scene around him, Wong connected his work to a long tradition in art history. “Basically, I am a Chinese landscape painter,” he once said. “If you look at Chinese landscapes in the museum, they have writing in the sky. They write a poem in the sky and so do I.” ",IT40,10,False
39,0,"American, 1946–1999",IT41,10,False
40,0,male,IT42,10,False
41,1,"In 1978 Martin Wong moved from California to New York’s Lower East Side, then a vibrant community of predominantly Puerto Rican immigrants and known by its Nuyorican name, “Loisaida.” Raised in San Francisco’s Chinatown district by parents who had themselves immigrated to the United States from China, Wong studied ceramics and participated in experimental performance groups in the San Francisco Bay Area before turning to painting. His canvases, often marked by their earthy palettes, lively social interactions, and brick backdrops, reflected his urban environment and gave visibility to groups underrepresented in both the society and art of the time, including recent immigrants and the gay community (Wong was openly gay). The physical architecture of the neighborhood constantly looms behind this very human subject matter: especially tenement buildings similar to the one Wong himself lived in, whose windows sometimes reveal interior lives and whose walls often bear traces of graffiti.",IT43,10,False
42,1,"Martin Wong (Chinese: 黃馬鼎; July 11, 1946 – August 12, 1999) was a Chinese-American painter of the late 20th century. His work has been described as a meticulous blend of social realism and visionary art styles. Wong's paintings often explored multiple ethnic and racial identities, exhibited cross-cultural elements, demonstrated multilingualism, and celebrated his queer sexuality. He exhibited for two decades at notable New York galleries including EXIT ART, Semaphore, and P.P.O.W., among others, before his death in San Francisco from an AIDS-related illness. P.P.O.W. continues to represent his estate.",IT44,10,False
43,0,"American, born 1979",IT45,11,False
44,0,male,IT46,11,False
45,1,"Byron Kim (born in 1961 in La Jolla, California) is an American contemporary artist. He is Korean American, and lives and works in Brooklyn, New York. In the early 1990s he produced minimalist paintings exploring racial identity. He graduated from Yale University in 1983 where he was a member of Manuscript Society.",IT47,12,False
46,2,"Also known as
Byron Yunyong Kim
Born
La Jolla, California, United States
Active in
New York, New York, United States",IT48,12,False
47,2,"American, born 1961",IT49,12,False
48,1,"Paul Pfeiffer, who grew up in the Philippines, studied at the San Francisco Art Institute and at Hunter College in New York, and was a participant in the Whitney Museum’s Independent Study Program (1997–98), is known for video installations that destabilize the viewing experience. Pfeiffer dissects filmed material into clips, modifies it—for example, by erasing figures or elements—and reconstructs it into brief loops that reframe the original scene’s meaning or highlight its iconic nature. Sports, religion, gender identity, and power structures are themes that frequently surface in the work. Pfeiffer’s thirty-second video loop Fragment of a Crucifixion (After Francis Bacon) features basketball player Larry Johnson, centrally framed in the small projected image and trapped in a silent, triumphant scream that accompanies a quick movement between three different positions. The ball, backboard, and other players have been erased from the image, which frames Johnson in an explosion of flashbulbs in front of an audience that seems distant. The athletic moment is removed from and transcends its original context, and Johnson’s roar thus becomes ambiguous, oscillating between triumph and torment. Pfeiffer’s project references the 1950 painting Fragment of a Crucifixion by Francis Bacon, in which the scream of a dying creature suspended from a cross becomes the centerpiece of the work. Pfeiffer’s Fragment of a Crucifixion also has a strong sculptural quality: mounted on a metal armature, the projector emitting the video image becomes a prominent material component, and time itself becomes sculptural in the way it is compressed and formed into a continuously repeating moment.",IT50,13,False
49,0,"American, born 1966",IT51,13,False
50,0,male,IT52,13,False
51,1,"Paul Pfeiffer (born 1966 in Honolulu, Hawaii) is an American sculptor, photographer and video artist. Described by peer artist Gregory Volk as a clever manipulator of popular media, images and video technology, Pfeiffer is stated (by Volk) as one 'who excels at recasting well-known athletic and entertainment events with surprising open-ended nuances.'",IT53,13,False
52,2,"born San Francisco, CA 1936-died San Francisco, CA 2013",IT54,14,False
53,1,"Carlos Villa (December 11, 1936 – March 23, 2013) was a Filipino-American visual artist, curator and faculty member in the Painting Department at the San Francisco Art Institute. His work often explored the meaning of cultural diversity and sought to expand awareness of multicultural issues in the arts.
",IT55,14,False
54,1,"Korakrit Arunanondchai (Thai: กรกฤต อรุณานนท์ชัย) is a video and multimedia artist originally from Bangkok who now splits his time between Brooklyn and Bangkok. He is best known for his 2017 installation, With history in a room filled with people with funny names 4, which received widely positive reviews and was recognized with an award at the International Film Festival Rotterdam.",IT56,15,False
55,1,"Shu Lea Cheang (b. 1954; Tainan, Taiwan) is an artist and filmmaker who engages in genre-bending, gender-hacking art practices. She frequently uses sci-fi narratives in her film scenarios and artworks and builds interfaces that invite public participation. A net art pioneer, her work BRANDON (1998–99) was the first piece of net art commissioned and collected by the Guggenheim Museum, New York. Cheang represented Taiwan at the 2019 Venice Biennale with her mixed-media installation 3x3x6. Crafting her own genre of sci-fi “New Queer Cinema,” she has made four feature films: FRESH KILL (1994), I.K.U. (2000), FLUIDø (2017), and UKI (2023). In 2024 Cheang received the LG Guggenheim Art and Technology Award. In 2025, her survey exhibition KI$$ KI$$ was shown at Haus der Kunst, Munich; and her theatre performance Hagay Dreaming was presented at Tate Modern, London.",IT57,16,False
56,1,"Shu Lea Cheang (Chinese: 鄭淑麗; pinyin: Zhèng Shúlì; born April 13, 1954) is a Taiwanese-American artist and filmmaker who lived and worked in New York City in the 1980s and 1990s, until relocating to Europe in 2000. Since the 1980s, as a multimedia and new-media artist, she has navigated topics of ethnic stereotyping, sexual politics, and institutional oppression with her radical experimentations in digital realms.

Over the past decade, she has emerged as a prominent figure in new media art. Cheang is one of the leading multimedia artists dealing with multidisciplinary topics. She is regarded as a pioneering figure in internet-based art, with her multimedia approach at the interface between film, video, internet-based installation, software interaction and durational performance. Her work is often interactive. She is most noted for her individual approach in the realm of art and technology, creatively intermingling social issues with artistic methods.

Cheang's work employs film, video, net-based installation, and interface to explore ""...ethnic stereotyping, the nature and excesses of popular media, institutional – and especially governmental – power, race relations, and sexual politics."" Cheang has also written and directed the feature films I.K.U. and Fluidø, and directed Fresh Kill.
",IT58,16,False
57,3,"American, born Miami, Florida, 1974",IT59,17,False
58,2,"born Kingston, Jamaica 1958
Also known as
Albert V. Chong
Albert Valentine Chong",IT60,18,False
59,0,"American, born 1966",IT61,19,False
60,0,male,IT62,19,False
61,1,"Michael Joo is a contemporary artist known for using a combination of scientific language, processes and complex structures that speak to liminality, access, and transmission. Much like Joseph Beuys, Joo uses various media such as sculpture, photography, printmaking, and painting, further referencing cultural heritage, identity, and natural history. He currently lives and works in New York, New York, as a Senior Critic in Sculpture at Yale University. He also teaches at Columbia University in the MFA program.",IT63,19,False
62,2,"Kina, Laura, 1973-",IT64,20,False
63,1,"Born of mixed Filipino, Spanish, and Chinese ancestry into a wealthy sugar- manufacturing family, Alfonso Ossorio moved to the United States as an adolescent in 1930 and completed his education in fine arts at Harvard University and, subsequently, the Rhode Island School of Design. During his studies, Ossorio created meticulously rendered drawings and watercolors that combined religious symbolism with Surrealist imagery. In the late 1940s he began to explore abstraction, guided by the close friendships he had formed with the Neo-Expressionist and Art Brut pioneer Jean Dubuffet and the Abstract Expressionist painters Clyfford Still and Jackson Pollock, with whom he showed work at the Betty Parsons Gallery in Manhattan.",IT65,21,False
